equipe,division,prenom,nom,nom_jeu,nat,nat_ioc,an,age,pla,mon,spr,chr,pun,end,pav,moy,pot,points_ranking,rang_pcs,points_carriere,specialite_pcs,score_pave,poids,taille,slug
team-picnic-postnl-2026,WorldTeam,Fabio,JAKOBSEN,F. Jakobsen,NL,NED,1996,30,75,40,81,56,56,66,71,62,62,10,1621,4319,Sprint,40.3,78.0,1.81,fabio-jakobsen
team-picnic-postnl-2026,WorldTeam,Dillon,CORKERY,D. Corkery,IE,IRL,1999,27,66,37,70,48,52,59,55,55,55,7,1819,124,Sprint,0.0,,,dillon-corkery
team-picnic-postnl-2026,WorldTeam,Bram,WELTEN,B. Welten,NL,NED,1997,29,77,43,71,62,61,69,65,64,64,0,,1202,Oneday,0.0,81.0,1.88,bram-welten
team-picnic-postnl-2026,WorldTeam,Max,POOLE,M. Poole,GB,GBR,2003,23,62,78,48,71,68,77,56,67,70,0,,1449,GC,0.0,70.0,1.85,max-poole
team-visma-lease-a-bike-2026,WorldTeam,Jonas,VINGEGAARD,J. Vingegaard,DK,DEN,1996,30,74,95,60,84,83,91,69,81,81,2762,4,12605,GC,0.0,58.0,1.75,jonas-vingegaard
team-visma-lease-a-bike-2026,WorldTeam,Wout,VAN AERT,W. van Aert,BE,BEL,1994,32,87,62,78,77,77,83,94,77,77,1167,23,15556,Oneday,662.5,78.0,1.9,wout-van-aert
team-visma-lease-a-bike-2026,WorldTeam,Matteo,JORGENSON,M. Jorgenson,US,USA,1999,27,71,83,57,78,75,84,79,75,75,997,33,5057,GC,228.2,69.0,1.9,matteo-jorgenson
team-visma-lease-a-bike-2026,WorldTeam,Christophe,LAPORTE,C. Laporte,FR,FRA,1992,34,84,55,76,71,71,78,88,72,72,914,37,7833,Oneday,393.9,76.0,1.91,christophe-laporte
team-visma-lease-a-bike-2026,WorldTeam,Sepp,KUSS,S. Kuss,US,USA,1994,32,63,92,51,73,77,86,60,74,74,910,38,5046,Climber,0.0,61.0,1.82,sepp-kuss
team-visma-lease-a-bike-2026,WorldTeam,Davide,PIGANZOLI,D. Piganzoli,IT,ITA,2002,24,65,84,52,74,74,82,60,72,76,862,45,1961,GC,0.0,61.0,1.74,davide-piganzoli
team-visma-lease-a-bike-2026,WorldTeam,Matthew,BRENNAN,M. Brennan,GB,GBR,2005,21,74,65,70,66,78,75,76,71,80,844,46,1732,Hills,50,68.0,1.77,matthew-brennan
team-visma-lease-a-bike-2026,WorldTeam,Ben,TULETT,B. Tulett,GB,GBR,2001,25,75,67,65,68,75,78,67,71,71,700,66,2221,Oneday,0.0,56.0,1.69,ben-tulett
team-visma-lease-a-bike-2026,WorldTeam,Jørgen,NORDHAGEN,J. Nordhagen,NO,NOR,2005,21,63,81,48,72,70,79,60,69,77,560,93,849,GC,0.0,59.0,1.77,jorgen-nordhagen
team-visma-lease-a-bike-2026,WorldTeam,Bart,LEMMEN,B. Lemmen,NL,NED,1995,31,66,76,52,72,69,78,59,69,69,435,132,1214,GC,0.0,70.0,1.8,bart-lemmen
team-visma-lease-a-bike-2026,WorldTeam,Louis,BARRÉ,L. Barré,FR,FRA,2000,26,74,60,65,66,71,75,66,68,68,422,136,1296,Oneday,1,68.0,1.84,louis-barre
team-visma-lease-a-bike-2026,WorldTeam,Per Strand,HAGENES,P. S. Hagenes,NO,NOR,2003,23,79,52,70,68,68,74,79,68,73,411,142,1257,Oneday,95.9,78.0,1.86,per-strand-hagenes
team-visma-lease-a-bike-2026,WorldTeam,Bruno,ARMIRAIL,B. Armirail,FR,FRA,1994,32,72,63,53,81,64,76,62,68,68,410,143,1638,TT,0.0,72.0,1.9,bruno-armirail
team-visma-lease-a-bike-2026,WorldTeam,Filippo,FIORELLI,F. Fiorelli,IT,ITA,1994,32,67,62,64,60,74,71,62,66,66,225,295,1464,Hills,0.0,66.0,,filippo-fiorelli
team-visma-lease-a-bike-2026,WorldTeam,Wilco,KELDERMAN,W. Kelderman,NL,NED,1991,35,62,78,47,71,68,77,56,67,67,204,332,9507,GC,0.0,65.0,1.85,wilco-kelderman
team-visma-lease-a-bike-2026,WorldTeam,Victor,CAMPENAERTS,V. Campenaerts,BE,BEL,1991,35,69,58,52,76,62,72,64,65,65,197,342,3829,TT,9.6,68.0,1.73,victor-campenaerts
team-visma-lease-a-bike-2026,WorldTeam,Axel,ZINGLE,A. Zingle,FR,FRA,1998,28,77,54,69,65,70,73,69,68,68,184,367,2939,Oneday,2.7,67.0,1.73,axel-zingle
team-visma-lease-a-bike-2026,WorldTeam,Anton,SCHIFFER,A. Schiffer,DE,GER,1999,27,60,73,46,67,65,74,54,64,64,157,411,331,GC,0.0,62.0,1.78,anton-schiffer
team-visma-lease-a-bike-2026,WorldTeam,Tijmen,GRAAT,T. Graat,NL,NED,2003,23,59,74,46,67,66,74,54,64,67,125,479,335,GC,0.0,,1.76,tijmen-graat
team-visma-lease-a-bike-2026,WorldTeam,Timo,KIELICH,T. Kielich,BE,BEL,1999,27,75,47,69,61,63,69,72,64,64,115,518,943,Oneday,49.2,73.0,1.85,timo-kielich
team-visma-lease-a-bike-2026,WorldTeam,Edoardo,AFFINI,E. Affini,IT,ITA,1996,30,74,53,54,81,59,73,62,66,66,103,549,1676,TT,0.0,85.0,1.9,edoardo-affini
team-visma-lease-a-bike-2026,WorldTeam,Tim,REX,T. Rex,BE,BEL,2004,22,57,66,43,63,59,69,53,60,64,65,733,67,GC,0.0,70.0,1.9,tim-rex
team-visma-lease-a-bike-2026,WorldTeam,Owain,DOULL,O. Doull,GB,GBR,1993,33,71,48,61,61,62,68,65,62,62,55,795,1610,Oneday,14.7,71.0,1.81,owain-doull
team-visma-lease-a-bike-2026,WorldTeam,Menno,HUISING,M. Huising,NL,NED,2004,22,68,50,59,59,62,67,61,61,65,52,824,139,Oneday,0.0,,1.85,menno-huising
team-visma-lease-a-bike-2026,WorldTeam,Loe,VAN BELLE,L. van Belle,NL,NED,2002,24,70,47,62,59,60,66,62,61,63,48,851,168,Oneday,4.9,,1.84,loe-van-belle
team-visma-lease-a-bike-2026,WorldTeam,Pietro,MATTIO,P. Mattio,IT,ITA,2004,22,59,53,55,53,65,62,56,58,62,45,874,68,Hills,0.0,70.0,1.84,pietro-mattio
team-visma-lease-a-bike-2026,WorldTeam,Steven,KRUIJSWIJK,S. Kruijswijk,NL,NED,1987,39,51,70,36,60,59,67,46,57,57,30,1037,6283,GC,0.0,63.0,1.78,steven-kruijswijk
team-visma-lease-a-bike-2026,WorldTeam,Niklas,BEHRENS,N. Behrens,DE,GER,2003,23,69,36,73,52,52,61,58,57,60,20,1273,183,Sprint,0.0,80.0,1.95,niklas-behrens
team-visma-lease-a-bike-2026,WorldTeam,Simon,YATES,S. Yates,GB,GBR,1992,34,61,87,49,70,75,82,58,71,71,0,,10548,Climber,0.0,58.0,1.72,simon-yates
uae-team-emirates-xrg-2026,WorldTeam,Tadej,POGAČAR,T. Pogačar,SI,SLO,1998,28,79,95,67,85,89,93,91,85,85,4606,1,26899,Climber,529,66.0,1.76,tadej-pogacar
uae-team-emirates-xrg-2026,WorldTeam,Isaac,DEL TORO,I. Del Toro,MX,MEX,2003,23,72,91,61,80,83,90,76,80,85,3114,3,5635,Climber,41.5,64.0,1.8,isaac-del-toro
uae-team-emirates-xrg-2026,WorldTeam,Jay,VINE,J. Vine,AU,AUS,1995,31,75,73,58,84,72,82,67,74,74,1100,26,3247,TT,0.0,69.0,1.84,jay-vine
uae-team-emirates-xrg-2026,WorldTeam,Brandon,MCNULTY,B. Mcnulty,US,USA,1998,28,72,83,57,80,75,84,65,75,75,922,36,6097,GC,0.0,69.0,1.83,brandon-mcnulty
uae-team-emirates-xrg-2026,WorldTeam,Jan,CHRISTEN,J. Christen,CH,SUI,2004,22,75,66,66,69,75,78,74,72,79,863,44,2067,Oneday,28.7,60.0,1.83,jan-christen
uae-team-emirates-xrg-2026,WorldTeam,Benoît,COSNEFROY,B. Cosnefroy,FR,FRA,1995,31,81,64,73,72,78,80,79,75,75,843,47,6049,Oneday,29.9,65.0,1.79,benoit-cosnefroy
uae-team-emirates-xrg-2026,WorldTeam,Adam,YATES,A. Yates,GB,GBR,1992,34,65,89,53,74,78,85,61,74,74,838,48,13257,Climber,0.0,58.0,1.73,adam-yates
uae-team-emirates-xrg-2026,WorldTeam,João,ALMEIDA,J. Almeida,PT,POR,1998,28,70,88,55,80,77,86,64,76,76,833,51,8934,GC,0.0,63.0,1.78,joao-almeida
uae-team-emirates-xrg-2026,WorldTeam,Jhonatan,NARVÁEZ,J. Narváez,EC,ECU,1997,29,72,74,66,68,82,78,76,73,73,782,55,4098,Hills,45.9,65.0,1.74,jhonatan-narvaez
uae-team-emirates-xrg-2026,WorldTeam,Florian,VERMEERSCH,F. Vermeersch,BE,BEL,1999,27,83,52,73,72,69,76,86,71,71,571,85,2659,Oneday,257.9,85.0,1.93,florian-vermeersch
uae-team-emirates-xrg-2026,WorldTeam,António,MORGADO,A. Morgado,PT,POR,2004,22,79,57,70,68,73,76,82,70,76,570,89,1666,Oneday,161.2,71.0,1.8,antonio-morgado
uae-team-emirates-xrg-2026,WorldTeam,Igor,ARRIETA,I. Arrieta,ES,ESP,2002,24,61,82,50,69,73,80,57,69,73,554,94,1091,Climber,0.0,64.0,1.82,igor-arrieta-lizarraga
uae-team-emirates-xrg-2026,WorldTeam,Pavel,SIVAKOV,P. Sivakov,FR,FRA,1997,29,68,81,53,75,72,82,61,72,72,473,112,4726,GC,0.0,70.0,1.88,pavel-sivakov
uae-team-emirates-xrg-2026,WorldTeam,Kevin,VERMAERKE,K. Vermaerke,US,USA,2000,26,66,78,53,72,72,79,62,70,70,441,129,1746,GC,2,67.0,1.81,kevin-vermaerke
uae-team-emirates-xrg-2026,WorldTeam,Tim,WELLENS,T. Wellens,BE,BEL,1991,35,68,74,54,73,70,78,76,70,70,440,130,10666,GC,266.3,71.0,1.82,tim-wellens
uae-team-emirates-xrg-2026,WorldTeam,Felix,GROßSCHARTNER,F. Großschartner,AT,AUT,1993,33,65,78,51,73,70,79,59,69,69,401,151,4670,GC,0.0,64.0,1.84,felix-grossschartner
uae-team-emirates-xrg-2026,WorldTeam,Marc,SOLER,M. Soler,ES,ESP,1993,33,61,83,49,70,72,81,57,69,69,367,160,4653,Climber,0.0,68.0,1.86,marc-soler
uae-team-emirates-xrg-2026,WorldTeam,Adrià,PERICAS,A. Pericas,ES,ESP,2006,20,61,77,47,68,68,75,58,66,73,310,198,399,GC,0.0,60.0,1.73,adria-pericas-capdevila
uae-team-emirates-xrg-2026,WorldTeam,Nils,POLITT,N. Politt,DE,GER,1994,32,81,53,70,71,68,75,85,70,70,303,207,4135,Oneday,374.7,80.0,1.92,nils-politt
uae-team-emirates-xrg-2026,WorldTeam,Ivo,OLIVEIRA,I. Oliveira,PT,POR,1996,30,71,58,55,77,63,73,61,66,66,215,307,818,TT,0.0,68.0,1.85,ivo-emanuel-alves
uae-team-emirates-xrg-2026,WorldTeam,Juan Sebastián,MOLANO,J. S. Molano,CO,COL,1994,32,78,47,85,60,63,71,75,67,67,212,313,3131,Sprint,40.4,72.0,1.8,juan-sebastian-molano
uae-team-emirates-xrg-2026,WorldTeam,Julius,JOHANSEN,J. Johansen,DK,DEN,1999,27,71,54,53,78,59,72,60,64,64,174,382,546,TT,0.0,77.0,1.88,julius-johansen
uae-team-emirates-xrg-2026,WorldTeam,Mikkel,BJERG,M. Bjerg,DK,DEN,1998,28,74,57,55,81,62,75,74,67,67,167,397,2046,TT,98.1,78.0,1.91,mikkel-bjerg
uae-team-emirates-xrg-2026,WorldTeam,Rui,OLIVEIRA,R. Oliveira,PT,POR,1996,30,70,59,67,61,72,70,66,66,66,167,396,1113,Hills,5.5,70.0,1.83,rui-oliveira
uae-team-emirates-xrg-2026,WorldTeam,Rune,HERREGODTS,R. Herregodts,BE,BEL,1998,28,70,56,54,74,62,72,60,65,65,122,489,965,TT,0.0,70.0,1.81,rune-herregodts
uae-team-emirates-xrg-2026,WorldTeam,Pablo,TORRES,P. Torres,ES,ESP,2005,21,55,77,43,64,66,75,54,63,69,88,611,259,Climber,0.0,,1.74,pablo-torres-arias
uae-team-emirates-xrg-2026,WorldTeam,Domen,NOVAK,D. Novak,SI,SLO,1995,31,60,73,45,68,64,74,54,64,64,81,642,756,GC,0.0,70.0,1.81,domen-novak
uae-team-emirates-xrg-2026,WorldTeam,Filippo,BARONCINI,F. Baroncini,IT,ITA,2000,26,72,51,62,64,63,70,68,64,64,39,943,1038,Oneday,24.2,74.0,1.88,filippo-baroncini
uae-team-emirates-xrg-2026,WorldTeam,Luca,GIAIMI,L. Giaimi,IT,ITA,2005,21,63,49,47,69,54,65,56,58,64,37,964,72,TT,0.0,,1.83,luca-giaimi
uae-team-emirates-xrg-2026,WorldTeam,Vegard Stake,LAENGEN,V. S. Laengen,NO,NOR,1989,37,57,59,40,63,55,66,49,57,57,20,1241,1511,GC,0.0,79.0,1.95,vegard-stake-laengen
uno-x-mobility-2026,WorldTeam,Tobias Halland,JOHANNESSEN,T. H. Johannessen,NO,NOR,1999,27,67,89,56,74,79,86,67,75,75,1306,17,4041,Climber,8.7,62.0,1.76,tobias-halland-johannessen
uno-x-mobility-2026,WorldTeam,Søren,WÆRENSKJOLD,S. Wærenskjold,NO,NOR,2000,26,87,52,76,75,68,78,87,73,73,896,39,2983,Oneday,164.8,92.0,1.95,soren-waerenskjold
uno-x-mobility-2026,WorldTeam,Andreas,LEKNESSUND,A. Leknessund,NO,NOR,1999,27,68,79,53,76,71,80,61,71,71,564,91,2311,GC,0.0,72.0,1.86,andreas-leknessund
uno-x-mobility-2026,WorldTeam,Jonas,ABRAHAMSEN,J. Abrahamsen,NO,NOR,1995,31,81,53,73,68,71,75,84,70,70,479,109,1781,Oneday,206.4,78.0,1.83,jonas-abrahamsen
uno-x-mobility-2026,WorldTeam,Johannes,KULSET,J. Kulset,NO,NOR,2004,22,62,80,49,70,71,78,60,68,74,418,139,974,GC,0.0,58.0,1.75,johannes-kulset
uno-x-mobility-2026,WorldTeam,Andreas,KRON,A. Kron,DK,DEN,1998,28,66,72,60,63,80,74,68,69,69,321,189,2092,Hills,20.6,63.0,1.77,andreas-kron
uno-x-mobility-2026,WorldTeam,Anthon,CHARMIG,A. Charmig,DK,DEN,1998,28,65,74,52,71,69,77,59,68,68,319,192,1206,GC,0.0,66.0,1.82,anthon-charmig
uno-x-mobility-2026,WorldTeam,Erlend,BLIKRA,E. Blikra,NO,NOR,1997,29,80,45,86,60,60,71,70,67,67,309,199,1034,Sprint,2.5,75.0,1.86,erlend-blikra
uno-x-mobility-2026,WorldTeam,Torstein,TRÆEN,T. Træen,NO,NOR,1995,31,62,80,48,70,69,78,56,68,68,295,217,1297,GC,0.0,63.0,1.81,torstein-traeen
uno-x-mobility-2026,WorldTeam,Anders Halland,JOHANNESSEN,A. H. Johannessen,NO,NOR,1999,27,63,75,49,70,67,76,59,67,67,267,250,830,GC,2.5,,1.76,anders-halland-johannessen
uno-x-mobility-2026,WorldTeam,Fredrik,DVERSNES LAVIK,F. Dversnes Lavik,NO,NOR,1997,29,76,55,66,66,68,73,69,67,67,261,257,1308,Oneday,6.6,,,fredrik-dversnes
uno-x-mobility-2026,WorldTeam,Rasmus,TILLER,R. Tiller,NO,NOR,1996,30,81,49,73,67,67,74,80,68,68,258,262,2580,Oneday,88.5,84.0,1.87,rasmus-tiller
uno-x-mobility-2026,WorldTeam,Sakarias Koller,LØLAND,S. K. Løland,NO,NOR,2001,25,66,59,63,59,72,68,60,64,64,241,277,415,Hills,0.0,,1.8,sakarias-koller-loland
uno-x-mobility-2026,WorldTeam,Alexander,KAMP,A. Kamp,DK,DEN,1993,33,67,61,60,63,73,71,61,66,66,210,317,1954,Hills,0.0,74.0,1.86,alexander-kamp
uno-x-mobility-2026,WorldTeam,Magnus,CORT,M. Cort,DK,DEN,1993,33,68,65,63,63,75,73,70,68,68,184,366,5848,Hills,31.5,68.0,1.84,magnus-cort-nielsen
uno-x-mobility-2026,WorldTeam,Markus,HOELGAARD,M. Hoelgaard,NO,NOR,1994,32,75,53,66,65,67,72,75,66,66,183,368,2024,Oneday,80.3,74.0,1.88,markus-hoelgaard
uno-x-mobility-2026,WorldTeam,Martin,TJØTTA,M. Tjøtta,NO,NOR,2001,25,60,72,48,66,66,73,54,64,64,151,422,318,GC,0.0,,,martin-tjotta
uno-x-mobility-2026,WorldTeam,Henrik,PEDERSEN,H. Pedersen,DK,DEN,2004,22,73,46,77,57,59,68,65,63,67,151,423,244,Sprint,2.8,,1.81,henrik-pedersen
uno-x-mobility-2026,WorldTeam,Carl-Frederik,BÉVORT,C. Bévort,DK,DEN,2003,23,73,49,65,63,63,69,63,64,67,122,490,239,Oneday,0.7,,1.84,carl-frederik-bevort
uno-x-mobility-2026,WorldTeam,Ådne,HOLTER,Å. Holter,NO,NOR,2000,26,62,70,48,68,64,73,55,64,64,116,516,600,GC,0.0,,1.84,adne-holter
uno-x-mobility-2026,WorldTeam,Anders,SKAARSETH,A. Skaarseth,NO,NOR,1995,31,73,49,66,62,64,69,63,64,64,102,552,608,Oneday,0.0,,1.86,anders-skaarseth
uno-x-mobility-2026,WorldTeam,William,BLUME LEVY,W. Blume Levy,DK,DEN,2001,25,72,49,64,61,63,69,63,63,63,97,567,246,Oneday,1,,1.92,william-blume-levy
uno-x-mobility-2026,WorldTeam,Storm,INGEBRIGTSEN,S. Ingebrigtsen,NO,NOR,2005,21,70,42,76,53,55,65,61,60,66,65,731,106,Sprint,0.8,,1.94,storm-ingebrigtsen
uno-x-mobility-2026,WorldTeam,Toralf Rydningen,MARTINSEN,T. R. Martinsen,NO,NOR,2002,24,53,69,39,61,59,68,47,58,60,55,802,60,GC,0.0,64.0,1.78,toralf-rydningen-martinsen
uno-x-mobility-2026,WorldTeam,Simon,DALBY,S. Dalby,DK,DEN,2003,23,57,70,43,64,62,71,51,61,64,49,844,236,GC,0.0,,,simon-dalby
uno-x-mobility-2026,WorldTeam,Erik Nordsæter,RESELL,E. N. Resell,NO,NOR,1996,30,71,46,64,59,61,67,66,61,61,44,883,357,Oneday,17.8,,1.92,erik-nordsaeter-resell
uno-x-mobility-2026,WorldTeam,Stian,EDVARDSEN-FREDHEIM,S. Edvardsen-Fredheim,NO,NOR,2003,23,73,42,78,55,59,66,70,62,65,43,893,593,Sprint,40.6,72.0,1.84,stian-fredheim
uno-x-mobility-2026,WorldTeam,Jonas Hem,HVIDEBERG,J. H. Hvideberg,NO,NOR,1999,27,69,46,60,58,61,66,60,60,60,30,1045,232,Oneday,1.4,,1.85,jonas-hem-hvideberg
uno-x-mobility-2026,WorldTeam,Sven Erik,BYSTRØM,S. E. Bystrøm,NO,NOR,1992,34,69,48,60,60,62,67,59,61,61,29,1067,1877,Oneday,0.0,73.0,1.88,sven-erik-bystrom
uno-x-mobility-2026,WorldTeam,Martin,URIANSTAD BUGGE,M. Urianstad Bugge,NO,NOR,1999,27,67,46,60,55,60,64,57,59,59,25,1135,213,Oneday,0.0,61.0,1.75,martin-urianstad
uno-x-mobility-2026,WorldTeam,Tobias,SVARRE,T. Svarre,DK,DEN,2004,22,56,54,51,52,65,61,54,56,60,20,1262,58,Hills,0.0,,1.78,tobias-svarre
uno-x-mobility-2026,WorldTeam,Håkon Eiksund,ØKSNES,H. E. Øksnes,NO,NOR,2007,19,52,47,44,49,53,56,48,50,58,0,,0,,0.0,,,hakon-eiksund-oksnes
xds-astana-team-2026,WorldTeam,Christian,SCARONI,C. Scaroni,IT,ITA,1997,29,79,70,70,71,80,81,71,75,75,1471,13,3377,Oneday,0.0,63.0,1.75,christian-scaroni
xds-astana-team-2026,WorldTeam,Guillermo Thomas,SILVA,G. T. Silva,UY,URU,2001,25,71,70,66,66,80,76,67,72,72,893,40,1843,Hills,1.3,64.0,1.75,guillermo-thomas-silva-coussan
xds-astana-team-2026,WorldTeam,Max,KANTER,M. Kanter,DE,GER,1997,29,81,53,87,64,69,75,74,72,72,760,57,2619,Sprint,4.3,68.0,1.76,max-kanter
xds-astana-team-2026,WorldTeam,Harold,TEJADA,H. Tejada,CO,COL,1997,29,63,84,52,71,75,82,59,71,71,743,59,1905,Climber,0.0,63.0,1.8,harold-tejada
xds-astana-team-2026,WorldTeam,Matteo,MALUCELLI,M. Malucelli,IT,ITA,1993,33,80,47,88,60,61,72,68,68,68,560,92,1824,Sprint,0.0,68.0,1.71,matteo-malucelli
xds-astana-team-2026,WorldTeam,Henok,MULUBRHAN,H. Mulubrhan,ER,ERI,1999,27,69,76,58,73,71,80,62,71,71,510,99,2802,GC,0.0,60.0,1.76,henok-mulubrhan
xds-astana-team-2026,WorldTeam,Alberto,BETTIOL,A. Bettiol,IT,ITA,1993,33,77,58,68,68,72,75,77,70,70,483,106,4910,Oneday,54.1,69.0,1.8,alberto-bettiol
xds-astana-team-2026,WorldTeam,Mike,TEUNISSEN,M. Teunissen,NL,NED,1992,34,79,53,71,67,68,74,82,69,69,478,111,5144,Oneday,241.6,73.0,1.84,mike-teunissen
xds-astana-team-2026,WorldTeam,Nicolas,VINOKUROV,N. Vinokurov,KZ,KAZ,2002,24,66,73,53,72,67,77,59,68,72,473,115,658,GC,0.0,69.0,1.84,nicolas-vinokurov
xds-astana-team-2026,WorldTeam,Diego,ULISSI,D. Ulissi,IT,ITA,1989,37,74,63,64,66,72,75,65,69,69,468,117,14359,Oneday,0.0,63.0,1.75,diego-ulissi
xds-astana-team-2026,WorldTeam,Yevgeniy,FEDOROV,Y. Fedorov,KZ,KAZ,2000,26,81,52,70,70,67,75,79,69,69,422,137,1695,Oneday,74.4,80.0,1.93,yevgeniy-fedorov
xds-astana-team-2026,WorldTeam,Sergio,HIGUITA,S. Higuita,CO,COL,1997,29,63,85,52,70,76,82,61,71,71,406,146,4823,Climber,1.3,57.0,1.66,sergio-higuita
xds-astana-team-2026,WorldTeam,Clément,CHAMPOUSSIN,C. Champoussin,FR,FRA,1998,28,63,83,53,69,75,81,59,71,71,398,152,2939,Climber,0.0,61.0,1.8,clement-champoussin
xds-astana-team-2026,WorldTeam,Cristián,RODRÍGUEZ,C. Rodríguez,ES,ESP,1995,31,63,82,49,71,71,79,58,69,69,305,204,2430,GC,0.0,59.0,1.78,cristian-rodriguez
xds-astana-team-2026,WorldTeam,Simone,VELASCO,S. Velasco,IT,ITA,1995,31,75,62,68,65,75,75,67,70,70,303,208,3089,Oneday,0.0,59.0,1.7,simone-velasco
xds-astana-team-2026,WorldTeam,Lorenzo,FORTUNATO,L. Fortunato,IT,ITA,1996,30,59,87,48,69,74,82,56,70,70,300,210,2860,Climber,0.0,57.0,1.7,lorenzo-fortunato
xds-astana-team-2026,WorldTeam,Davide,BALLERINI,D. Ballerini,IT,ITA,1994,32,79,53,73,66,70,73,80,69,69,294,218,3196,Oneday,93.5,71.0,1.83,davide-ballerini
xds-astana-team-2026,WorldTeam,Aaron,GATE,A. Gate,NZ,NZL,1990,36,64,64,52,67,62,71,59,63,63,225,293,2259,GC,4.2,71.0,1.81,aaron-gate
xds-astana-team-2026,WorldTeam,Nikiforos,ARVANITOU,N. Arvanitou,GR,GRE,2003,23,74,45,79,58,59,68,63,64,67,194,350,338,Sprint,0.0,71.0,1.84,nikiforos-arvanitou
xds-astana-team-2026,WorldTeam,Davide,TONEATTI,D. Toneatti,IT,ITA,2001,25,71,53,62,61,66,70,63,64,64,149,426,318,Oneday,2.1,65.0,1.8,davide-toneatti
xds-astana-team-2026,WorldTeam,Haoyu,SU,H. Su,CN,CHN,2000,26,73,50,65,62,63,70,62,64,64,142,441,205,Oneday,0.0,66.0,1.81,haoyu-su
xds-astana-team-2026,WorldTeam,Nicola,CONCI,N. Conci,IT,ITA,1997,29,61,73,49,67,67,74,55,65,65,121,493,1228,GC,0.0,68.0,1.85,nicola-conci
xds-astana-team-2026,WorldTeam,Harold Martín,LÓPEZ,H. M. López,EC,ECU,2000,26,58,78,45,66,67,74,53,65,65,117,511,1141,GC,0.0,55.0,1.6,harold-martin-lopez
xds-astana-team-2026,WorldTeam,Alessandro,ROMELE,A. Romele,IT,ITA,2003,23,74,49,66,62,63,69,70,64,67,113,527,367,Oneday,27,71.0,1.86,alessandro-romele
xds-astana-team-2026,WorldTeam,Marco,SCHRETTL,M. Schrettl,AT,AUT,2003,23,68,52,60,59,64,67,59,62,65,83,634,159,Oneday,0.0,63.0,1.81,marco-schrettl
xds-astana-team-2026,WorldTeam,Gleb,SYRITSA,G. Syritsa,RU,RUS,2000,26,77,40,83,58,55,68,64,64,64,73,680,687,Sprint,0.0,85.0,1.9,gleb-syritsa
xds-astana-team-2026,WorldTeam,Arjen,LIVYNS,A. Livyns,BE,BEL,1994,32,70,52,62,59,66,68,71,63,63,62,746,867,Oneday,67.5,60.0,1.72,arjen-livyns
xds-astana-team-2026,WorldTeam,Darren,VAN BEKKUM,D. van Bekkum,NL,NED,2002,24,56,70,43,62,62,70,50,60,62,45,873,148,GC,0.0,62.0,1.76,darren-van-bekkum
xds-astana-team-2026,WorldTeam,Florian Samuel,KAJAMINI,F. S. Kajamini,IT,ITA,2003,23,57,58,52,53,68,63,53,58,61,31,1026,136,Hills,0.0,,1.74,florian-samuel-kajamini
xds-astana-team-2026,WorldTeam,Lev,GONOV,L. Gonov,RU,RUS,2000,26,68,40,71,53,53,62,57,58,58,28,1084,163,Sprint,0.0,76.0,1.86,lev-gonov
xds-astana-team-2026,WorldTeam,Anton,KUZMIN,A. Kuzmin,KZ,KAZ,1996,30,57,65,43,64,58,69,50,59,59,19,1285,348,GC,0.0,66.0,1.86,anton-kuzmin
bardiani-csf-7-saber-2026,ProTeam,Alex,TOLIO,A. Tolio,IT,ITA,2000,26,61,74,47,68,66,74,55,65,65,224,297,485,GC,0.0,,,alex-tolio
bardiani-csf-7-saber-2026,ProTeam,Luca,COVILI,L. Covili,IT,ITA,1997,29,61,78,47,69,68,77,55,67,67,220,300,775,GC,0.0,63.0,1.8,luca-covili
bardiani-csf-7-saber-2026,ProTeam,Enrico,ZANONCELLO,E. Zanoncello,IT,ITA,1997,29,76,47,84,58,61,70,66,66,66,205,330,901,Sprint,0.0,64.0,1.7,enrico-zanoncello
bardiani-csf-7-saber-2026,ProTeam,Martin,MARCELLUSI,M. Marcellusi,IT,ITA,2000,26,66,63,61,60,75,70,61,66,66,196,345,717,Hills,0.0,62.0,1.72,martin-marcellusi
bardiani-csf-7-saber-2026,ProTeam,Filippo,MAGLI,F. Magli,IT,ITA,1999,27,66,59,62,59,72,69,60,64,64,185,364,604,Hills,0.0,,,filippo-magli2
bardiani-csf-7-saber-2026,ProTeam,Filippo,TURCONI,F. Turconi,IT,ITA,2005,21,63,64,57,59,73,69,61,64,70,174,384,277,Hills,0.0,,,filippo-turconi
bardiani-csf-7-saber-2026,ProTeam,Luca,PALETTI,L. Paletti,IT,ITA,2004,22,57,75,46,64,68,75,56,64,68,140,444,203,Climber,0.0,,,luca-paletti
bardiani-csf-7-saber-2026,ProTeam,Nikita,TSVETKOV,N. Tsvetkov,UZ,UZB,2005,21,73,48,75,59,59,68,65,64,70,136,458,288,Sprint,0.0,67.0,1.81,nikita-tsvetkov
bardiani-csf-7-saber-2026,ProTeam,Luca,COLNAGHI,L. Colnaghi,IT,ITA,1999,27,72,47,79,55,62,67,63,64,64,102,554,478,Sprint,0.0,63.0,1.71,luca-colnaghi
bardiani-csf-7-saber-2026,ProTeam,Marco,MANENTI,M. Manenti,IT,ITA,2002,24,63,55,61,55,68,65,57,61,63,95,581,95,Hills,0.0,,1.84,marco-manenti1
bardiani-csf-7-saber-2026,ProTeam,Martin Santiago,HERREÑO,M. S. Herreño,CO,COL,2006,20,58,67,44,64,61,70,54,61,68,74,678,74,GC,0.0,,,martin-santiago-herreno
